Category,Attribute,Price,Currency,XCH_Equivalent,NFT_Edition,Trade_Date
"Mouth","Vampire Teeth",0.82,"XCH",0.8200,2189,"2025-12-20"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,2189,"2025-12-20"
"Head","Standard Cut",0.82,"XCH",0.8200,2189,"2025-12-20"
"Clothes","Drac",0.82,"XCH",0.8200,2189,"2025-12-20"
"Background","Tangerine Pop",0.82,"XCH",0.8200,2189,"2025-12-20"
"Base","Bepe Soyjak",0.82,"XCH",0.8200,4062,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,4062,"2025-12-19"
"Mouth","Neckbeard",0.82,"XCH",0.8200,4062,"2025-12-19"
"Face Wear","Wizard Glasses",0.82,"XCH",0.8200,4062,"2025-12-19"
"Head","Military Beret",0.82,"XCH",0.8200,4062,"2025-12-19"
"Clothes","Leather Jacket",0.82,"XCH",0.8200,4062,"2025-12-19"
"Background","Bepe Barracks",0.82,"XCH",0.8200,4062,"2025-12-19"
"Base","Alien Soyjak",0.82,"XCH",0.8200,3770,"2025-12-19"
"Face","Rekt",0.82,"XCH",0.8200,3770,"2025-12-19"
"Mouth","Bandana Mask",0.82,"XCH",0.8200,3770,"2025-12-19"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3770,"2025-12-19"
"Head","Crown",0.82,"XCH",0.8200,3770,"2025-12-19"
"Clothes","Astronaut",0.82,"XCH",0.8200,3770,"2025-12-19"
"Background","Moon",0.82,"XCH",0.8200,3770,"2025-12-19"
"Base","Baddie",0.82,"XCH",0.8200,3090,"2025-12-20"
"Face","Classic",0.82,"XCH",0.8200,3090,"2025-12-20"
"Mouth","Bandana Mask",0.82,"XCH",0.8200,3090,"2025-12-20"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3090,"2025-12-20"
"Head","Clown",0.82,"XCH",0.8200,3090,"2025-12-20"
"Clothes","Prom Dress",0.82,"XCH",0.8200,3090,"2025-12-20"
"Background","Green Candle",0.82,"XCH",0.8200,3090,"2025-12-20"
"Base","Papa Tang",0.82,"XCH",0.8200,3384,"2025-12-20"
"Face","Rekt",0.82,"XCH",0.8200,3384,"2025-12-20"
"Mouth","Numb",0.82,"XCH",0.8200,3384,"2025-12-20"
"Face Wear","Night Vision",0.82,"XCH",0.8200,3384,"2025-12-20"
"Head","Beer Hat",0.82,"XCH",0.8200,3384,"2025-12-20"
"Clothes","Topless",0.82,"XCH",0.8200,3384,"2025-12-20"
"Background","$BEPE",0.82,"XCH",0.8200,3384,"2025-12-20"
"Base","Soyjak",0.82,"XCH",0.8200,2256,"2025-12-30"
"Face","Classic",0.82,"XCH",0.8200,2256,"2025-12-30"
"Mouth","Numb",0.82,"XCH",0.8200,2256,"2025-12-30"
"Face Wear","Laser Eyes",0.82,"XCH",0.8200,2256,"2025-12-30"
"Head","Devil Horns",0.82,"XCH",0.8200,2256,"2025-12-30"
"Clothes","Firefighter Uniform",0.82,"XCH",0.8200,2256,"2025-12-30"
"Background","Radioactive Forest",0.82,"XCH",0.8200,2256,"2025-12-30"
"Base","Bepe Wojak",0.82,"XCH",0.8200,3940,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,3940,"2025-12-19"
"Mouth","Smile",0.82,"XCH",0.8200,3940,"2025-12-19"
"Face Wear","Night Vision",0.82,"XCH",0.8200,3940,"2025-12-19"
"Head","Crown",0.82,"XCH",0.8200,3940,"2025-12-19"
"Clothes","God's Robe",0.82,"XCH",0.8200,3940,"2025-12-19"
"Background","NYSE Pump",0.82,"XCH",0.8200,3940,"2025-12-19"
"Base","Waifu",0.82,"XCH",0.8200,2912,"2025-12-20"
"Face","Classic",0.82,"XCH",0.8200,2912,"2025-12-20"
"Mouth","Glossed Lips",0.82,"XCH",0.8200,2912,"2025-12-20"
"Face Wear","Eye Patch",0.82,"XCH",0.8200,2912,"2025-12-20"
"Head","Pirate Hat",0.82,"XCH",0.8200,2912,"2025-12-20"
"Clothes","School Uniform",0.82,"XCH",0.8200,2912,"2025-12-20"
"Background","Pirate Ship",0.82,"XCH",0.8200,2912,"2025-12-20"
"Base","Monkey Zoo",0.82,"XCH",0.8200,3569,"2025-12-20"
"Face","Rugged",0.82,"XCH",0.8200,3569,"2025-12-20"
"Mouth","Cig",0.82,"XCH",0.8200,3569,"2025-12-20"
"Face Wear","Laser Eyes",0.82,"XCH",0.8200,3569,"2025-12-20"
"Head","Construction Helmet",0.82,"XCH",0.8200,3569,"2025-12-20"
"Clothes","Sports Jacket",0.82,"XCH",0.8200,3569,"2025-12-20"
"Background","Route 66",0.82,"XCH",0.8200,3569,"2025-12-20"
"Base","Baddie",0.82,"XCH",0.8200,3042,"2025-12-19"
"Face","Rekt",0.82,"XCH",0.8200,3042,"2025-12-19"
"Mouth","Smile",0.82,"XCH",0.8200,3042,"2025-12-19"
"Face Wear","Clown Nose",0.82,"XCH",0.8200,3042,"2025-12-19"
"Head","Clown",0.82,"XCH",0.8200,3042,"2025-12-19"
"Clothes","Denim Vest",0.82,"XCH",0.8200,3042,"2025-12-19"
"Background","Green Candle",0.82,"XCH",0.8200,3042,"2025-12-19"
"Base","Bepe Soyjak",0.82,"XCH",0.8200,4029,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,4029,"2025-12-19"
"Mouth","Cohiba",0.82,"XCH",0.8200,4029,"2025-12-19"
"Face Wear","Wizard Glasses",0.82,"XCH",0.8200,4029,"2025-12-19"
"Head","Military Beret",0.82,"XCH",0.8200,4029,"2025-12-19"
"Clothes","Bepe Army",0.82,"XCH",0.8200,4029,"2025-12-19"
"Background","Bepe Barracks",0.82,"XCH",0.8200,4029,"2025-12-19"
"Base","Wojak",0.82,"XCH",0.8200,998,"2025-12-20"
"Face","Rekt",0.82,"XCH",0.8200,998,"2025-12-20"
"Mouth","Screaming",0.82,"XCH",0.8200,998,"2025-12-20"
"Face Wear","Fake It Mask",0.82,"XCH",0.8200,998,"2025-12-20"
"Head","Propeller Hat",0.82,"XCH",0.8200,998,"2025-12-20"
"Clothes","Ninja Turtle Fit",0.82,"XCH",0.8200,998,"2025-12-20"
"Background","Route 66",0.82,"XCH",0.8200,998,"2025-12-20"
"Base","Alien Wojak",0.82,"XCH",0.8200,3816,"2025-12-20"
"Face","Classic",0.82,"XCH",0.8200,3816,"2025-12-20"
"Mouth","Cig",0.82,"XCH",0.8200,3816,"2025-12-20"
"Face Wear","Eye Patch",0.82,"XCH",0.8200,3816,"2025-12-20"
"Head","No Headgear",0.82,"XCH",0.8200,3816,"2025-12-20"
"Clothes","El Presidente",0.82,"XCH",0.8200,3816,"2025-12-20"
"Background","Moon",0.82,"XCH",0.8200,3816,"2025-12-20"
"Base","Papa Tang",0.82,"XCH",0.8200,3268,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,3268,"2025-12-19"
"Mouth","Numb",0.82,"XCH",0.8200,3268,"2025-12-19"
"Face Wear","3D Glasses",0.82,"XCH",0.8200,3268,"2025-12-19"
"Head","Super Saiyan",0.82,"XCH",0.8200,3268,"2025-12-19"
"Clothes","Leather Jacket",0.82,"XCH",0.8200,3268,"2025-12-19"
"Background","Rainforest",0.82,"XCH",0.8200,3268,"2025-12-19"
"Base","Waifu",0.82,"XCH",0.8200,2963,"2025-12-20"
"Face","Classic",0.82,"XCH",0.8200,2963,"2025-12-20"
"Mouth","Glossed Lips",0.82,"XCH",0.8200,2963,"2025-12-20"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,2963,"2025-12-20"
"Head","Beer Hat",0.82,"XCH",0.8200,2963,"2025-12-20"
"Clothes","Viking Armor",0.82,"XCH",0.8200,2963,"2025-12-20"
"Background","Pirate Ship",0.82,"XCH",0.8200,2963,"2025-12-20"
"Base","Soyjak",0.82,"XCH",0.8200,2188,"2025-12-23"
"Face","Classic",0.82,"XCH",0.8200,2188,"2025-12-23"
"Mouth","Vampire Teeth",0.82,"XCH",0.8200,2188,"2025-12-23"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,2188,"2025-12-23"
"Head","No Headgear",0.82,"XCH",0.8200,2188,"2025-12-23"
"Clothes","Drac",0.82,"XCH",0.8200,2188,"2025-12-23"
"Background","Moms Basement",0.82,"XCH",0.8200,2188,"2025-12-23"
"Base","Wojak",0.82,"XCH",0.8200,553,"2025-12-20"
"Face","Bleeding Bags",0.82,"XCH",0.8200,553,"2025-12-20"
"Mouth","Screaming",0.82,"XCH",0.8200,553,"2025-12-20"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,553,"2025-12-20"
"Head","Devil Horns",0.82,"XCH",0.8200,553,"2025-12-20"
"Clothes","Firefighter Uniform",0.82,"XCH",0.8200,553,"2025-12-20"
"Background","Heaven",0.82,"XCH",0.8200,553,"2025-12-20"
"Base","Monkey Zoo",0.82,"XCH",0.8200,3539,"2025-12-20"
"Face","Rugged",0.82,"XCH",0.8200,3539,"2025-12-20"
"Mouth","Teeth",0.82,"XCH",0.8200,3539,"2025-12-20"
"Face Wear","Cool Glasses",0.82,"XCH",0.8200,3539,"2025-12-20"
"Head","Construction Helmet",0.82,"XCH",0.8200,3539,"2025-12-20"
"Clothes","Roman Drip",0.82,"XCH",0.8200,3539,"2025-12-20"
"Background","Sky Shock Blue",0.82,"XCH",0.8200,3539,"2025-12-20"
"Base","Bepe Wojak",0.82,"XCH",0.8200,3999,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,3999,"2025-12-19"
"Mouth","Bubble Gum",0.82,"XCH",0.8200,3999,"2025-12-19"
"Face Wear","Cyber Shades",0.82,"XCH",0.8200,3999,"2025-12-19"
"Head","Super Saiyan",0.82,"XCH",0.8200,3999,"2025-12-19"
"Clothes","Super Saiyan Uniform",0.82,"XCH",0.8200,3999,"2025-12-19"
"Background","Hell",0.82,"XCH",0.8200,3999,"2025-12-19"
"Base","Alien Wojak",0.82,"XCH",0.8200,3693,"2025-12-20"
"Face","Rekt",0.82,"XCH",0.8200,3693,"2025-12-20"
"Mouth","Screaming",0.82,"XCH",0.8200,3693,"2025-12-20"
"Face Wear","Fake It Mask",0.82,"XCH",0.8200,3693,"2025-12-20"
"Head","No Headgear",0.82,"XCH",0.8200,3693,"2025-12-20"
"Clothes","Topless",0.82,"XCH",0.8200,3693,"2025-12-20"
"Background","NYSE Dump",0.82,"XCH",0.8200,3693,"2025-12-20"
"Base","Alien Wojak",0.82,"XCH",0.8200,3815,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,3815,"2025-12-19"
"Mouth","Bubble Gum",0.82,"XCH",0.8200,3815,"2025-12-19"
"Face Wear","Eye Patch",0.82,"XCH",0.8200,3815,"2025-12-19"
"Head","Military Beret",0.82,"XCH",0.8200,3815,"2025-12-19"
"Clothes","El Presidente",0.82,"XCH",0.8200,3815,"2025-12-19"
"Background","Moon",0.82,"XCH",0.8200,3815,"2025-12-19"
"Base","Alien Waifu",0.82,"XCH",0.8200,3851,"2025-12-21"
"Face","Classic",0.82,"XCH",0.8200,3851,"2025-12-21"
"Mouth","Joint",0.82,"XCH",0.8200,3851,"2025-12-21"
"Face Wear","Cyber Shades",0.82,"XCH",0.8200,3851,"2025-12-21"
"Head","Spikes",0.82,"XCH",0.8200,3851,"2025-12-21"
"Clothes","Suit",0.82,"XCH",0.8200,3851,"2025-12-21"
"Background","One Market",0.82,"XCH",0.8200,3851,"2025-12-21"
"Base","Wojak",0.82,"XCH",0.8200,563,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,563,"2025-12-19"
"Mouth","Vampire Teeth",0.82,"XCH",0.8200,563,"2025-12-19"
"Face Wear","Tyson Tattoo",0.82,"XCH",0.8200,563,"2025-12-19"
"Head","Viking Helmet",0.82,"XCH",0.8200,563,"2025-12-19"
"Clothes","Drac",0.82,"XCH",0.8200,563,"2025-12-19"
"Background","Moon",0.82,"XCH",0.8200,563,"2025-12-19"
"Base","Papa Tang",0.82,"XCH",0.8200,3366,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,3366,"2025-12-19"
"Mouth","Numb",0.82,"XCH",0.8200,3366,"2025-12-19"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3366,"2025-12-19"
"Head","Beer Hat",0.82,"XCH",0.8200,3366,"2025-12-19"
"Clothes","Topless",0.82,"XCH",0.8200,3366,"2025-12-19"
"Background","Orange Grove",0.82,"XCH",0.8200,3366,"2025-12-19"
"Base","Waifu",0.82,"XCH",0.8200,2973,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,2973,"2025-12-19"
"Mouth","Smile",0.82,"XCH",0.8200,2973,"2025-12-19"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,2973,"2025-12-19"
"Head","Devil Horns",0.82,"XCH",0.8200,2973,"2025-12-19"
"Clothes","Vintage Dress",0.82,"XCH",0.8200,2973,"2025-12-19"
"Background","Mellow Yellow",0.82,"XCH",0.8200,2973,"2025-12-19"
"Base","Baddie",0.82,"XCH",0.8200,3182,"2025-12-20"
"Face","Classic",0.82,"XCH",0.8200,3182,"2025-12-20"
"Mouth","Glossed Lips",0.82,"XCH",0.8200,3182,"2025-12-20"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3182,"2025-12-20"
"Head","Tiara",0.82,"XCH",0.8200,3182,"2025-12-20"
"Clothes","Vintage Dress",0.82,"XCH",0.8200,3182,"2025-12-20"
"Background","Green Candle",0.82,"XCH",0.8200,3182,"2025-12-20"
"Base","Papa Tang",0.82,"XCH",0.8200,3253,"2025-12-20"
"Face","Rugged",0.82,"XCH",0.8200,3253,"2025-12-20"
"Mouth","Cig",0.82,"XCH",0.8200,3253,"2025-12-20"
"Face Wear","3D Glasses",0.82,"XCH",0.8200,3253,"2025-12-20"
"Head","Construction Helmet",0.82,"XCH",0.8200,3253,"2025-12-20"
"Clothes","Chia Farmer",0.82,"XCH",0.8200,3253,"2025-12-20"
"Background","Price Up",0.82,"XCH",0.8200,3253,"2025-12-20"
"Base","Monkey Zoo",0.82,"XCH",0.8200,3491,"2025-12-20"
"Face","Rugged",0.82,"XCH",0.8200,3491,"2025-12-20"
"Mouth","Bandana Mask",0.82,"XCH",0.8200,3491,"2025-12-20"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3491,"2025-12-20"
"Head","Pirate Hat",0.82,"XCH",0.8200,3491,"2025-12-20"
"Clothes","Born to Ride",0.82,"XCH",0.8200,3491,"2025-12-20"
"Background","Pirate Ship",0.82,"XCH",0.8200,3491,"2025-12-20"
"Base","Alien Soyjak",0.82,"XCH",0.8200,3758,"2025-12-22"
"Face","Classic",0.82,"XCH",0.8200,3758,"2025-12-22"
"Mouth","Stunned",0.82,"XCH",0.8200,3758,"2025-12-22"
"Face Wear","Clown Nose",0.82,"XCH",0.8200,3758,"2025-12-22"
"Head","Clown",0.82,"XCH",0.8200,3758,"2025-12-22"
"Clothes","Ronin",0.82,"XCH",0.8200,3758,"2025-12-22"
"Background","Moon",0.82,"XCH",0.8200,3758,"2025-12-22"
"Base","Soyjak",0.82,"XCH",0.8200,2715,"2025-12-22"
"Face","Classic",0.82,"XCH",0.8200,2715,"2025-12-22"
"Mouth","Numb",0.82,"XCH",0.8200,2715,"2025-12-22"
"Face Wear","Fake It Mask",0.82,"XCH",0.8200,2715,"2025-12-22"
"Head","No Headgear",0.82,"XCH",0.8200,2715,"2025-12-22"
"Clothes","Super Saiyan Uniform",0.82,"XCH",0.8200,2715,"2025-12-22"
"Background","Chia Farm",0.82,"XCH",0.8200,2715,"2025-12-22"
"Base","Alien Wojak",0.82,"XCH",0.8200,3802,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,3802,"2025-12-19"
"Mouth","Copium Mask",0.82,"XCH",0.8200,3802,"2025-12-19"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3802,"2025-12-19"
"Head","Crown",0.82,"XCH",0.8200,3802,"2025-12-19"
"Clothes","Drac",0.82,"XCH",0.8200,3802,"2025-12-19"
"Background","Moms Basement",0.82,"XCH",0.8200,3802,"2025-12-19"
"Base","Alien Soyjak",0.82,"XCH",0.8200,3795,"2025-12-20"
"Face","Terminator",0.82,"XCH",0.8200,3795,"2025-12-20"
"Mouth","Neckbeard",0.82,"XCH",0.8200,3795,"2025-12-20"
"Face Wear","Aviators",0.82,"XCH",0.8200,3795,"2025-12-20"
"Head","Super Saiyan",0.82,"XCH",0.8200,3795,"2025-12-20"
"Clothes","SWAT Gear",0.82,"XCH",0.8200,3795,"2025-12-20"
"Background","Bepe Barracks",0.82,"XCH",0.8200,3795,"2025-12-20"
"Base","Wojak",0.82,"XCH",0.8200,658,"2025-12-19"
"Face","Rekt",0.82,"XCH",0.8200,658,"2025-12-19"
"Mouth","Bubble Gum",0.82,"XCH",0.8200,658,"2025-12-19"
"Face Wear","Matrix Lenses",0.82,"XCH",0.8200,658,"2025-12-19"
"Head","Military Beret",0.82,"XCH",0.8200,658,"2025-12-19"
"Clothes","El Presidente",0.82,"XCH",0.8200,658,"2025-12-19"
"Background","One Market",0.82,"XCH",0.8200,658,"2025-12-19"
"Base","Baddie",0.82,"XCH",0.8200,3165,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,3165,"2025-12-19"
"Mouth","Sexy Lip Bite",0.82,"XCH",0.8200,3165,"2025-12-19"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3165,"2025-12-19"
"Head","Tiara",0.82,"XCH",0.8200,3165,"2025-12-19"
"Clothes","Suit",0.82,"XCH",0.8200,3165,"2025-12-19"
"Background","Orange Grove",0.82,"XCH",0.8200,3165,"2025-12-19"
"Base","Waifu",0.82,"XCH",0.8200,2868,"2025-12-20"
"Face","Terminator",0.82,"XCH",0.8200,2868,"2025-12-20"
"Mouth","Pizza",0.82,"XCH",0.8200,2868,"2025-12-20"
"Face Wear","Laser Eyes",0.82,"XCH",0.8200,2868,"2025-12-20"
"Head","Devil Horns",0.82,"XCH",0.8200,2868,"2025-12-20"
"Clothes","Prom Dress",0.82,"XCH",0.8200,2868,"2025-12-20"
"Background","Moon",0.82,"XCH",0.8200,2868,"2025-12-20"
"Base","Monkey Zoo",0.82,"XCH",0.8200,3587,"2025-12-19"
"Face","Rugged",0.82,"XCH",0.8200,3587,"2025-12-19"
"Mouth","Screaming",0.82,"XCH",0.8200,3587,"2025-12-19"
"Face Wear","MOG Glasses",0.82,"XCH",0.8200,3587,"2025-12-19"
"Head","Beer Hat",0.82,"XCH",0.8200,3587,"2025-12-19"
"Clothes","Suit",0.82,"XCH",0.8200,3587,"2025-12-19"
"Background","Chia Farm",0.82,"XCH",0.8200,3587,"2025-12-19"
"Base","Bepe Wojak",0.82,"XCH",0.8200,3921,"2025-12-19"
"Face","Classic",0.82,"XCH",0.8200,3921,"2025-12-19"
"Mouth","Cohiba",0.82,"XCH",0.8200,3921,"2025-12-19"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3921,"2025-12-19"
"Head","Crown",0.82,"XCH",0.8200,3921,"2025-12-19"
"Clothes","Chia Farmer",0.82,"XCH",0.8200,3921,"2025-12-19"
"Background","Chia Farm",0.82,"XCH",0.8200,3921,"2025-12-19"
"Base","Waifu",0.82,"XCH",0.8200,2860,"2025-12-21"
"Face","Classic",0.82,"XCH",0.8200,2860,"2025-12-21"
"Mouth","Cig",0.82,"XCH",0.8200,2860,"2025-12-21"
"Face Wear","Matrix Lenses",0.82,"XCH",0.8200,2860,"2025-12-21"
"Head","Construction Helmet",0.82,"XCH",0.8200,2860,"2025-12-21"
"Clothes","Prom Dress",0.82,"XCH",0.8200,2860,"2025-12-21"
"Background","$CHIA",0.82,"XCH",0.8200,2860,"2025-12-21"
"Base","Papa Tang",0.82,"XCH",0.8200,3336,"2025-12-19"
"Face","Terminator",0.82,"XCH",0.8200,3336,"2025-12-19"
"Mouth","Bubble Gum",0.82,"XCH",0.8200,3336,"2025-12-19"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3336,"2025-12-19"
"Head","Pirate Hat",0.82,"XCH",0.8200,3336,"2025-12-19"
"Clothes","Suit",0.82,"XCH",0.8200,3336,"2025-12-19"
"Background","Pirate Ship",0.82,"XCH",0.8200,3336,"2025-12-19"
"Base","Alien Soyjak",0.82,"XCH",0.8200,3794,"2025-12-20"
"Face","Terminator",0.82,"XCH",0.8200,3794,"2025-12-20"
"Mouth","Neckbeard",0.82,"XCH",0.8200,3794,"2025-12-20"
"Face Wear","No Face Wear",0.82,"XCH",0.8200,3794,"2025-12-20"
"Head","Super Saiyan",0.82,"XCH",0.8200,3794,"2025-12-20"
"Clothes","Super Saiyan Uniform",0.82,"XCH",0.8200,3794,"2025-12-20"
"Background","Hell",0.82,"XCH",0.8200,3794,"2025-12-20"
"Base","Alien Wojak",0.725,"XCH",0.7250,3722,"2025-12-20"
"Face","Rugged",0.725,"XCH",0.7250,3722,"2025-12-20"
"Mouth","Vampire Teeth",0.725,"XCH",0.7250,3722,"2025-12-20"
"Face Wear","Clown Nose",0.725,"XCH",0.7250,3722,"2025-12-20"
"Head","Clown",0.725,"XCH",0.7250,3722,"2025-12-20"
"Clothes","Drac",0.725,"XCH",0.7250,3722,"2025-12-20"
"Background","One Market",0.725,"XCH",0.7250,3722,"2025-12-20"
"Base","Soyjak",0.725,"XCH",0.7250,2605,"2025-12-22"
"Face","Rugged",0.725,"XCH",0.7250,2605,"2025-12-22"
"Mouth","Screaming",0.725,"XCH",0.7250,2605,"2025-12-22"
"Face Wear","Fake It Mask",0.725,"XCH",0.7250,2605,"2025-12-22"
"Head","No Headgear",0.725,"XCH",0.7250,2605,"2025-12-22"
"Clothes","Born to Ride",0.725,"XCH",0.7250,2605,"2025-12-22"
"Background","Tangerine Pop",0.725,"XCH",0.7250,2605,"2025-12-22"
"Base","Baddie",0.725,"XCH",0.7250,3140,"2025-12-19"
"Face","Classic",0.725,"XCH",0.7250,3140,"2025-12-19"
"Mouth","Glossed Lips",0.725,"XCH",0.7250,3140,"2025-12-19"
"Face Wear","MOG Glasses",0.725,"XCH",0.7250,3140,"2025-12-19"
"Head","Tiara",0.725,"XCH",0.7250,3140,"2025-12-19"
"Clothes","Sports Bra",0.725,"XCH",0.7250,3140,"2025-12-19"
"Background","Heaven",0.725,"XCH",0.7250,3140,"2025-12-19"
"Base","Wojak",0.725,"XCH",0.7250,557,"2025-12-19"
"Face","Terminator",0.725,"XCH",0.7250,557,"2025-12-19"
"Mouth","Joint",0.725,"XCH",0.7250,557,"2025-12-19"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,557,"2025-12-19"
"Head","Military Beret",0.725,"XCH",0.7250,557,"2025-12-19"
"Clothes","El Presidente",0.725,"XCH",0.7250,557,"2025-12-19"
"Background","White House",0.725,"XCH",0.7250,557,"2025-12-19"
"Base","Soyjak",0.725,"XCH",0.7250,2220,"2025-12-20"
"Face","Rekt",0.725,"XCH",0.7250,2220,"2025-12-20"
"Mouth","Screaming",0.725,"XCH",0.7250,2220,"2025-12-20"
"Face Wear","Aviators",0.725,"XCH",0.7250,2220,"2025-12-20"
"Head","Devil Horns",0.725,"XCH",0.7250,2220,"2025-12-20"
"Clothes","Suit",0.725,"XCH",0.7250,2220,"2025-12-20"
"Background","NYSE Pump",0.725,"XCH",0.7250,2220,"2025-12-20"
"Base","Monkey Zoo",0.725,"XCH",0.7250,3562,"2025-12-19"
"Face","Rekt",0.725,"XCH",0.7250,3562,"2025-12-19"
"Mouth","Numb",0.725,"XCH",0.7250,3562,"2025-12-19"
"Face Wear","Cyber Shades",0.725,"XCH",0.7250,3562,"2025-12-19"
"Head","Beer Hat",0.725,"XCH",0.7250,3562,"2025-12-19"
"Clothes","Sports Jacket",0.725,"XCH",0.7250,3562,"2025-12-19"
"Background","Moon",0.725,"XCH",0.7250,3562,"2025-12-19"
"Base","Papa Tang",0.725,"XCH",0.7250,3322,"2025-12-19"
"Face","Classic",0.725,"XCH",0.7250,3322,"2025-12-19"
"Mouth","Numb",0.725,"XCH",0.7250,3322,"2025-12-19"
"Face Wear","Ninja Turtle Mask",0.725,"XCH",0.7250,3322,"2025-12-19"
"Head","Pirate Hat",0.725,"XCH",0.7250,3322,"2025-12-19"
"Clothes","Sports Jacket",0.725,"XCH",0.7250,3322,"2025-12-19"
"Background","Silicon Data Center",0.725,"XCH",0.7250,3322,"2025-12-19"
"Base","Waifu",0.725,"XCH",0.7250,2790,"2025-12-22"
"Face","Classic",0.725,"XCH",0.7250,2790,"2025-12-22"
"Mouth","Bandana Mask",0.725,"XCH",0.7250,2790,"2025-12-22"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,2790,"2025-12-22"
"Head","Construction Helmet",0.725,"XCH",0.7250,2790,"2025-12-22"
"Clothes","Denim Vest",0.725,"XCH",0.7250,2790,"2025-12-22"
"Background","$PIZZA",0.725,"XCH",0.7250,2790,"2025-12-22"
"Base","Bepe Soyjak",0.725,"XCH",0.7250,4102,"2025-12-20"
"Face","Classic",0.725,"XCH",0.7250,4102,"2025-12-20"
"Mouth","Pizza",0.725,"XCH",0.7250,4102,"2025-12-20"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,4102,"2025-12-20"
"Head","Super Saiyan",0.725,"XCH",0.7250,4102,"2025-12-20"
"Clothes","Tank Top",0.725,"XCH",0.7250,4102,"2025-12-20"
"Background","$BEPE",0.725,"XCH",0.7250,4102,"2025-12-20"
"Base","Bepe Wojak",0.725,"XCH",0.7250,3912,"2025-12-19"
"Face","Terminator",0.725,"XCH",0.7250,3912,"2025-12-19"
"Mouth","Pizza",0.725,"XCH",0.7250,3912,"2025-12-19"
"Face Wear","Laser Eyes",0.725,"XCH",0.7250,3912,"2025-12-19"
"Head","Military Beret",0.725,"XCH",0.7250,3912,"2025-12-19"
"Clothes","Bepe Army",0.725,"XCH",0.7250,3912,"2025-12-19"
"Background","Moon",0.725,"XCH",0.7250,3912,"2025-12-19"
"Base","Alien Baddie",0.725,"XCH",0.7250,3886,"2025-12-19"
"Face","Classic",0.725,"XCH",0.7250,3886,"2025-12-19"
"Mouth","Numb",0.725,"XCH",0.7250,3886,"2025-12-19"
"Face Wear","MOG Glasses",0.725,"XCH",0.7250,3886,"2025-12-19"
"Head","No Headgear",0.725,"XCH",0.7250,3886,"2025-12-19"
"Clothes","Sports Bra",0.725,"XCH",0.7250,3886,"2025-12-19"
"Background","Moon",0.725,"XCH",0.7250,3886,"2025-12-19"
"Base","Wojak",0.725,"XCH",0.7250,980,"2025-12-19"
"Face","Classic",0.725,"XCH",0.7250,980,"2025-12-19"
"Mouth","Neckbeard",0.725,"XCH",0.7250,980,"2025-12-19"
"Face Wear","Fake It Mask",0.725,"XCH",0.7250,980,"2025-12-19"
"Head","Beanie",0.725,"XCH",0.7250,980,"2025-12-19"
"Clothes","Ninja Turtle Fit",0.725,"XCH",0.7250,980,"2025-12-19"
"Background","White House",0.725,"XCH",0.7250,980,"2025-12-19"
"Base","Baddie",0.725,"XCH",0.7250,3139,"2025-12-19"
"Face","Classic",0.725,"XCH",0.7250,3139,"2025-12-19"
"Mouth","Glossed Lips",0.725,"XCH",0.7250,3139,"2025-12-19"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,3139,"2025-12-19"
"Head","Tiara",0.725,"XCH",0.7250,3139,"2025-12-19"
"Clothes","Sports Bra",0.725,"XCH",0.7250,3139,"2025-12-19"
"Background","Heaven",0.725,"XCH",0.7250,3139,"2025-12-19"
"Base","Soyjak",0.725,"XCH",0.7250,2186,"2025-12-22"
"Face","Bleeding Bags",0.725,"XCH",0.7250,2186,"2025-12-22"
"Mouth","Screaming",0.725,"XCH",0.7250,2186,"2025-12-22"
"Face Wear","No Face Wear",0.725,"XCH",0.7250,2186,"2025-12-22"
"Head","Beanie",0.725,"XCH",0.7250,2186,"2025-12-22"
